Crop,Season,Agro_Zone,Zone_Group,mean_temp,rain_avg,Sand_pct,Silt_pct,Clay_pct,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,Humidity_pct,pH
Maize,Kharif,7,plains,30.12,105.7,31.42,32.31,36.27,clayey,99.8,31.1,33.4,51.7,7.5
Sugarcane,Kharif,5,arid,33.12,87.32,47.17,23.56,29.27,sandy,206.6,79.0,77.7,56.9,7.19
Maize,Kharif,0,plains,19.06,74.85,62.54,28.26,9.2,sandy,142.6,55.5,53.4,65.6,7.22
Maize,Kharif,6,plains,20.65,106.27,52.44,22.61,24.95,sandy,83.5,36.1,34.2,75.1,6.25
Wheat,Rabi,12,arid,20.02,43.09,53.47,29.75,16.78,sandy,135.8,49.5,59.5,42.4,7.21
Wheat,Rabi,12,arid,20.72,63.97,48.46,30.16,21.38,sandy,83.9,35.0,25.7,43.0,7.1
Rice,Kharif,3,plains,32.64,116.61,16.46,39.57,43.97,clayey,94.1,28.8,28.5,78.5,5.07
Wheat,Rabi,5,arid,19.2,65.57,65.61,29.22,5.17,sandy,60.9,33.7,32.2,49.6,6.84
Wheat,Rabi,12,arid,22.58,64.59,46.82,31.06,22.12,sandy,66.0,36.5,26.0,43.0,7.1
Sugarcane,Kharif,11,humid,31.77,150.96,30.01,38.19,31.8,loamy,147.1,62.5,62.8,74.2,6.46
Maize,Rabi,9,plains,28.18,116.7,39.77,27.16,33.07,loamy,131.8,56.0,57.8,69.4,5.93
Rice,Kharif,6,plains,24.75,117.71,28.46,23.5,48.04,clayey,96.8,30.0,29.8,81.6,5.28
Maize,Kharif,5,arid,24.47,69.71,45.74,38.1,16.16,sandy,127.1,50.2,54.7,73.5,7.5
Rice,Kharif,10,humid,28.5,101.77,14.23,33.24,52.53,clayey,89.6,26.8,33.0,90.5,5.33
Wheat,Rabi,3,plains,18.35,70.0,46.58,33.05,20.37,sandy,77.7,29.4,25.8,63.6,7.49
Sugarcane,Kharif,10,humid,25.93,157.72,27.0,30.0,43.0,clayey,159.5,55.6,60.9,67.6,6.0
Wheat,Rabi,13,arid,22.56,42.82,79.35,13.84,6.81,sandy,143.7,59.3,57.1,33.3,6.61
Maize,Rabi,8,plains,30.57,86.09,25.79,29.32,44.89,clayey,116.6,42.4,47.4,76.5,6.73
Maize,Kharif,6,plains,21.31,84.32,48.32,22.04,29.64,sandy,80.2,33.1,36.7,62.8,5.7
Rice,Kharif,6,plains,25.95,134.9,16.25,34.87,48.88,clayey,86.2,29.9,29.9,72.0,6.24
Sugarcane,Kharif,10,humid,32.29,90.51,20.51,38.92,40.57,clayey,156.6,64.3,64.5,70.6,6.91
Rice,Kharif,1,humid,26.1,104.15,24.38,31.61,44.01,clayey,95.3,29.3,34.5,88.4,5.18
Maize,Kharif,9,plains,25.45,62.09,31.13,33.1,35.77,clayey,97.5,38.1,32.1,66.2,6.28
Sugarcane,Kharif,2,humid,35.07,150.8,11.96,38.74,49.3,clayey,190.9,75.2,71.0,70.8,6.5
Rice,Kharif,2,humid,33.11,117.64,17.74,35.42,46.84,clayey,138.8,45.9,59.8,80.5,5.31
Wheat,Rabi,5,arid,22.14,60.55,57.81,29.48,12.71,sandy,136.2,52.6,52.5,36.3,6.43
Maize,Kharif,0,plains,21.7,86.37,51.04,30.66,18.3,sandy,108.0,49.3,48.2,65.4,6.22
Wheat,Rabi,7,plains,20.6,68.52,38.0,32.63,29.37,loamy,69.1,34.7,32.1,67.7,7.09
Rice,Kharif,3,plains,30.51,135.65,13.9,41.29,44.81,clayey,86.5,33.1,31.7,83.6,4.65
Wheat,Rabi,4,plains,23.32,61.64,44.06,39.2,16.74,loamy,75.3,32.6,30.0,45.2,6.14
Wheat,Rabi,7,plains,21.55,66.43,40.78,23.41,35.81,clayey,147.2,50.7,49.3,51.7,6.82
Wheat,Rabi,13,arid,23.12,42.18,76.73,14.03,9.24,sandy,102.4,42.7,47.3,52.7,6.18
Maize,Rabi,7,plains,27.86,112.81,31.65,29.39,38.96,clayey,116.7,47.9,43.6,56.4,7.44
Rice,Kharif,11,humid,33.83,141.68,32.18,26.24,41.58,clayey,124.9,44.2,45.3,82.1,5.06
Rice,Kharif,2,humid,30.54,172.32,6.75,39.93,53.32,clayey,108.1,38.1,38.7,83.7,5.84
Wheat,Rabi,8,plains,23.67,52.55,38.43,25.79,35.78,clayey,99.4,47.2,44.2,41.8,7.22
Sugarcane,Kharif,4,plains,25.85,83.59,28.19,34.94,36.87,clayey,149.9,68.9,58.5,69.8,6.9
Wheat,Rabi,13,arid,22.42,46.59,74.91,19.39,5.7,sandy,77.3,34.7,31.3,45.0,6.44
Sugarcane,Kharif,2,humid,32.6,112.93,20.6,36.46,42.94,clayey,127.7,63.1,67.4,73.3,6.16
Wheat,Rabi,4,plains,20.97,60.21,50.32,35.16,14.52,sandy,107.6,41.3,44.9,44.3,6.87
Maize,Kharif,9,plains,22.45,60.11,40.97,30.61,28.42,loamy,101.1,31.4,35.3,60.5,5.98
Maize,Rabi,8,plains,30.23,83.77,27.95,31.26,40.79,clayey,133.1,57.6,52.6,52.6,6.87
Sugarcane,Kharif,2,humid,31.8,156.31,25.06,28.89,46.05,clayey,238.1,86.2,95.3,84.8,7.32
Maize,Kharif,4,plains,26.29,108.27,43.15,36.54,20.31,loamy,95.2,36.2,34.9,74.8,5.63
Rice,Kharif,11,humid,29.68,128.39,23.62,31.94,44.44,clayey,131.7,53.2,57.0,83.7,6.24
Maize,Kharif,5,arid,23.87,53.02,45.31,32.52,22.17,sandy,130.0,52.6,55.5,72.7,7.02
Rice,Kharif,2,humid,29.39,157.76,5.43,44.54,50.03,clayey,126.6,41.2,44.3,96.7,4.68
Rice,Kharif,2,humid,28.66,117.94,16.71,28.66,54.63,clayey,139.9,50.0,56.9,85.2,5.33
Maize,Kharif,8,plains,26.6,55.8,33.3,25.87,40.83,clayey,118.5,48.5,44.7,70.2,6.36
Rice,Kharif,3,plains,28.5,110.5,22.33,31.19,46.48,clayey,129.1,49.8,59.9,77.6,5.47
Maize,Kharif,5,arid,24.46,65.82,42.74,36.15,21.11,loamy,87.9,36.6,32.3,61.3,6.84
Wheat,Rabi,4,plains,22.97,65.09,49.82,31.41,18.77,sandy,86.9,25.1,32.8,61.9,6.38
Wheat,Rabi,4,plains,22.44,68.55,51.49,33.65,14.86,sandy,123.0,56.8,54.8,56.5,7.47
Wheat,Rabi,7,plains,21.0,66.54,43.09,32.48,24.43,loamy,67.1,30.9,33.9,56.6,6.5
Rice,Kharif,1,humid,25.6,145.15,25.23,32.4,42.37,clayey,145.8,46.8,57.8,92.2,4.73
Wheat,Rabi,12,arid,20.4,47.68,42.25,36.63,21.12,loamy,90.4,44.3,45.7,54.8,6.89
Wheat,Rabi,4,plains,16.98,58.47,56.28,34.62,9.1,sandy,63.1,31.8,32.9,39.6,6.96
Wheat,Rabi,12,arid,20.65,46.65,55.69,29.82,14.49,sandy,61.5,32.2,28.3,42.5,6.39
Wheat,Rabi,4,plains,22.94,61.12,47.69,35.1,17.21,sandy,70.1,31.6,35.3,54.6,6.38
Maize,Kharif,6,plains,31.15,114.97,43.41,24.64,31.95,loamy,100.9,39.5,36.5,54.0,5.85
Wheat,Rabi,4,plains,16.84,60.99,60.11,27.77,12.12,sandy,136.6,55.8,55.1,59.7,6.42
Wheat,Rabi,3,plains,19.42,70.0,46.88,40.77,12.35,sandy,108.8,41.9,43.5,46.2,7.23
Sugarcane,Kharif,10,humid,25.46,159.52,36.31,31.91,31.78,loamy,139.1,58.6,62.8,76.2,6.82
Maize,Kharif,4,plains,19.85,79.47,46.74,37.29,15.97,sandy,86.6,31.6,32.5,70.2,7.06
Wheat,Rabi,7,plains,20.21,60.89,42.44,26.12,31.44,loamy,62.7,28.9,31.0,39.1,6.72
Sugarcane,Kharif,5,arid,27.42,80.34,38.57,33.26,28.17,loamy,233.5,97.8,90.4,65.1,7.38
Maize,Kharif,6,plains,31.1,114.07,43.38,29.11,27.51,loamy,91.7,39.6,35.7,65.7,5.96
Maize,Kharif,9,plains,26.76,62.67,40.83,28.4,30.77,loamy,118.0,41.4,41.8,79.1,6.93
Wheat,Rabi,13,arid,23.69,28.19,71.19,17.84,10.97,sandy,141.7,55.9,56.5,44.9,7.2
Sugarcane,Kharif,3,plains,32.37,92.82,28.52,35.94,35.54,clayey,226.5,98.1,93.6,66.7,6.35
Rice,Kharif,10,humid,32.53,115.86,21.31,30.01,48.68,clayey,129.8,46.9,54.1,95.4,5.21
Sugarcane,Kharif,4,plains,26.72,95.8,28.19,40.32,31.49,loamy,142.6,67.6,62.8,70.6,6.36
Maize,Kharif,4,plains,29.75,103.08,53.91,31.98,14.11,sandy,141.1,54.4,54.3,76.1,6.77
Maize,Rabi,4,plains,23.37,75.37,49.85,32.54,17.61,sandy,93.8,34.3,39.7,61.4,5.54
Maize,Kharif,9,plains,25.76,77.8,39.19,32.78,28.03,loamy,96.9,33.8,34.3,76.7,7.5
Rice,Kharif,2,humid,24.18,175.83,11.24,30.1,58.66,clayey,129.7,49.1,52.5,82.4,5.17
Sugarcane,Kharif,11,humid,23.6,167.01,30.98,27.9,41.12,clayey,229.5,89.4,88.8,71.4,6.69
Rice,Kharif,1,humid,29.18,113.23,29.93,25.89,44.18,clayey,82.2,29.6,35.3,91.9,6.45
Rice,Kharif,1,humid,23.73,151.21,25.18,31.71,43.11,clayey,103.1,37.6,42.7,88.2,5.42
Maize,Kharif,6,plains,23.6,86.41,43.39,25.4,31.21,loamy,145.5,53.0,52.6,69.4,7.36
Sugarcane,Kharif,3,plains,30.91,122.42,25.89,40.36,33.75,loamy,152.4,63.5,55.7,65.8,7.32
Sugarcane,Kharif,11,humid,28.92,123.15,32.61,29.64,37.75,clayey,217.8,93.1,93.8,71.2,6.86
Sugarcane,Kharif,5,arid,26.54,85.02,40.74,30.43,28.83,loamy,241.8,88.8,98.3,70.6,6.35
Wheat,Rabi,13,arid,22.44,41.13,71.74,20.05,8.21,sandy,84.4,31.1,34.4,45.7,6.2
Maize,Kharif,5,arid,22.48,62.15,46.7,29.03,24.27,sandy,145.9,54.4,57.3,63.4,6.75
Wheat,Rabi,12,arid,21.57,54.4,49.64,31.71,18.65,sandy,61.2,30.5,26.2,51.0,6.44
Rice,Kharif,1,humid,28.88,142.56,16.88,36.86,46.26,clayey,131.3,51.8,49.5,77.8,5.78
Rice,Kharif,14,humid,26.43,180.48,32.86,29.97,37.17,clayey,122.7,35.0,43.3,93.4,6.36
Wheat,Rabi,4,plains,18.57,66.25,49.66,35.52,14.82,sandy,135.2,50.1,49.8,50.4,6.97
Wheat,Rabi,8,plains,23.39,59.91,41.62,28.15,30.23,loamy,82.7,32.8,33.9,66.0,6.66
Rice,Kharif,3,plains,30.72,104.32,9.12,39.5,51.38,clayey,94.6,26.0,32.3,82.0,6.44
Wheat,Rabi,12,arid,20.52,58.18,57.12,26.96,15.92,sandy,147.9,52.3,53.8,58.5,6.07
Rice,Kharif,3,plains,32.56,113.64,8.62,39.73,51.65,clayey,125.3,42.3,47.5,90.5,5.18
Maize,Kharif,8,plains,29.15,86.51,25.97,32.95,41.08,clayey,104.8,44.1,44.6,65.4,6.92
Sugarcane,Kharif,11,humid,28.3,121.07,44.26,22.75,32.99,loamy,239.8,99.3,90.7,82.9,6.17
Wheat,Rabi,5,arid,20.28,55.98,63.04,30.81,6.15,sandy,67.8,25.5,31.6,52.1,6.67
Maize,Kharif,6,plains,20.65,113.69,42.66,34.65,22.69,loamy,80.0,36.1,31.9,69.4,6.31
Maize,Kharif,5,arid,31.04,49.84,51.37,28.7,19.93,sandy,139.8,53.9,58.6,70.9,5.82
Wheat,Rabi,3,plains,22.14,70.0,46.57,40.78,12.65,sandy,79.5,36.5,25.6,44.5,6.99
Maize,Rabi,5,arid,25.5,47.71,44.61,36.76,18.63,loamy,103.3,44.8,44.1,47.4,6.79
Wheat,Rabi,12,arid,23.6,58.72,56.25,28.6,15.15,sandy,75.8,25.8,27.6,49.2,6.66
Rice,Kharif,2,humid,27.97,176.55,17.5,28.55,53.95,clayey,103.0,27.5,30.0,83.9,6.42
Wheat,Rabi,8,plains,22.91,53.81,30.39,34.33,35.28,clayey,99.9,43.5,37.6,39.6,6.57
Wheat,Rabi,3,plains,21.04,70.0,47.84,31.26,20.9,sandy,150.0,50.2,57.9,45.1,7.25
Maize,Rabi,0,plains,20.79,67.35,50.63,29.89,19.48,sandy,98.3,32.0,39.5,56.1,5.93
Wheat,Rabi,7,plains,21.66,60.85,41.16,21.44,37.4,clayey,126.5,58.8,50.8,67.9,6.75
Maize,Kharif,9,plains,31.79,89.66,49.4,25.48,25.12,sandy,108.5,43.1,42.1,78.1,5.5
Rice,Kharif,1,humid,29.85,134.77,22.11,31.03,46.86,clayey,97.6,33.9,32.7,82.6,5.34
Wheat,Rabi,13,arid,22.09,39.71,76.37,18.42,5.21,sandy,142.0,50.7,49.8,63.0,6.83
Maize,Kharif,4,plains,31.05,88.33,39.57,38.62,21.81,loamy,82.4,32.0,34.7,59.2,6.42
Sugarcane,Kharif,12,arid,30.97,83.8,36.54,30.73,32.73,loamy,124.5,58.6,57.8,56.2,7.01
Maize,Kharif,7,plains,30.58,91.97,32.43,24.28,43.29,clayey,90.1,30.4,32.4,72.8,7.03
Maize,Kharif,5,arid,31.19,75.66,55.75,26.21,18.04,sandy,112.6,40.0,41.2,64.4,6.92
Wheat,Rabi,7,plains,21.21,65.98,41.59,20.01,38.4,clayey,115.8,44.5,43.6,46.9,6.45
Wheat,Rabi,12,arid,23.31,62.01,57.13,33.7,9.17,sandy,97.7,45.6,38.2,56.1,6.02
Rice,Kharif,14,humid,27.01,185.98,34.81,24.8,40.39,clayey,114.4,37.9,42.7,94.2,5.68
Wheat,Rabi,12,arid,20.56,66.95,53.29,30.28,16.43,sandy,93.4,42.2,42.6,57.9,6.48
Wheat,Rabi,8,plains,23.81,61.43,36.21,28.86,34.93,loamy,85.8,27.8,26.8,57.9,6.82
Sugarcane,Kharif,2,humid,33.78,111.57,21.31,35.21,43.48,clayey,230.7,88.1,93.3,72.9,7.33
Wheat,Rabi,5,arid,21.36,59.91,56.3,28.39,15.31,sandy,66.1,26.3,28.1,47.2,7.27
Sugarcane,Kharif,10,humid,29.47,96.89,16.07,40.46,43.47,clayey,178.5,80.9,76.6,89.9,7.35
Rice,Kharif,1,humid,23.6,127.27,26.89,34.63,38.48,clayey,133.7,51.8,56.6,92.6,6.43
Sugarcane,Kharif,10,humid,25.75,152.88,26.89,41.77,31.34,loamy,208.8,96.3,91.5,87.2,7.28
Rice,Kharif,1,humid,27.17,124.68,27.1,31.03,41.87,clayey,95.6,27.0,29.1,77.6,5.97
Wheat,Rabi,3,plains,18.91,70.0,49.36,38.02,12.62,sandy,85.5,33.3,25.8,45.5,7.28
Wheat,Rabi,12,arid,22.93,59.22,48.2,32.45,19.35,sandy,97.4,39.8,38.0,45.5,7.14
Wheat,Rabi,7,plains,21.42,66.74,46.39,23.57,30.04,sandy,85.7,26.8,26.0,39.9,6.32
Rice,Kharif,2,humid,32.23,178.7,16.8,33.22,49.98,clayey,127.8,45.3,57.4,78.1,4.69
Maize,Kharif,0,plains,19.66,87.21,50.32,33.78,15.9,sandy,98.2,37.3,36.2,73.5,5.9
Wheat,Rabi,13,arid,22.1,38.93,67.1,25.37,7.53,sandy,95.3,38.2,43.4,37.7,7.25
Maize,Rabi,4,plains,27.25,80.66,53.02,32.24,14.74,sandy,148.0,51.0,57.2,72.3,7.29
Wheat,Rabi,5,arid,21.25,57.8,60.56,28.49,10.95,sandy,142.4,58.5,53.5,52.5,6.72
Maize,Kharif,0,plains,21.37,68.8,58.64,25.41,15.95,sandy,142.3,54.4,59.5,61.7,6.29
Sugarcane,Kharif,9,plains,31.0,121.08,26.12,28.79,45.09,clayey,218.8,90.2,99.0,76.1,6.6
Rice,Kharif,6,plains,23.11,131.31,28.69,27.88,43.43,clayey,81.5,29.7,33.0,88.2,5.8
Maize,Rabi,7,plains,22.69,81.17,35.55,27.23,37.22,clayey,82.4,30.7,34.6,69.4,6.59
Sugarcane,Kharif,10,humid,28.3,125.4,24.21,33.71,42.08,clayey,202.7,74.8,79.8,87.0,7.34
Rice,Kharif,11,humid,25.92,168.73,29.56,34.02,36.42,clayey,145.2,53.1,54.0,81.1,4.69
Wheat,Rabi,13,arid,22.83,26.73,70.5,21.52,7.98,sandy,79.7,26.1,32.5,46.1,6.15
Rice,Kharif,6,plains,25.48,130.83,21.77,20.16,58.07,clayey,108.1,36.2,39.0,72.9,5.15
Wheat,Rabi,3,plains,20.35,70.0,38.75,35.21,26.04,loamy,146.6,55.4,58.9,66.7,7.2
Sugarcane,Kharif,11,humid,22.82,143.11,33.37,27.02,39.61,clayey,175.5,75.6,82.3,69.2,7.09
Maize,Kharif,9,plains,29.13,82.07,41.52,35.97,22.51,loamy,82.2,31.2,37.8,60.1,6.0
Sugarcane,Kharif,11,humid,29.13,147.94,29.93,23.08,46.99,clayey,234.1,89.0,89.3,78.2,6.72
Wheat,Rabi,4,plains,21.92,56.42,45.45,31.05,23.5,sandy,138.6,51.3,56.4,55.8,7.05
Sugarcane,Kharif,5,arid,22.57,80.72,37.87,31.32,30.81,loamy,168.7,84.1,72.1,63.1,6.35
Sugarcane,Kharif,9,plains,31.97,126.94,28.69,24.36,46.95,clayey,154.2,58.0,59.5,70.7,7.16
Sugarcane,Kharif,10,humid,28.66,94.5,33.01,39.44,27.55,loamy,138.0,63.7,57.2,69.7,6.84
Maize,Kharif,5,arid,24.37,79.52,43.06,36.07,20.87,loamy,83.5,39.1,30.6,64.8,6.39
Rice,Kharif,2,humid,33.4,127.64,11.05,29.86,59.09,clayey,116.0,44.9,46.2,82.5,5.36
Rice,Kharif,6,plains,24.44,134.81,16.31,35.21,48.48,clayey,124.6,43.7,42.1,76.7,5.38
Wheat,Rabi,7,plains,20.18,69.46,39.74,29.19,31.07,loamy,63.7,31.0,27.8,63.3,6.44
Wheat,Rabi,5,arid,15.66,53.37,54.12,32.42,13.46,sandy,145.7,51.2,59.5,39.3,6.07
Sugarcane,Kharif,10,humid,30.44,161.62,27.24,39.89,32.87,loamy,177.0,83.4,70.6,74.5,7.15
Wheat,Rabi,8,plains,23.75,64.77,33.94,28.06,38.0,clayey,122.2,53.8,56.9,38.4,6.37
Wheat,Rabi,8,plains,22.17,57.71,32.77,30.38,36.85,clayey,92.8,38.5,38.3,40.1,6.32
Maize,Kharif,9,plains,26.02,104.37,39.71,30.57,29.72,loamy,85.2,30.1,34.9,79.1,6.41
Wheat,Rabi,5,arid,19.81,42.69,58.69,31.27,10.04,sandy,124.0,58.4,57.7,54.5,6.6
Sugarcane,Kharif,10,humid,24.42,133.59,30.3,38.08,31.62,loamy,134.8,69.7,60.6,78.6,6.31
Rice,Kharif,2,humid,32.71,124.94,5.2,44.02,50.78,clayey,140.6,54.4,56.3,83.4,6.18
Wheat,Rabi,5,arid,24.0,52.17,62.76,27.16,10.08,sandy,132.6,57.2,48.7,39.6,7.14
Maize,Kharif,0,plains,20.91,63.99,50.24,30.75,19.01,sandy,117.8,46.4,45.4,52.8,6.53
Sugarcane,Kharif,10,humid,24.31,101.87,18.11,31.87,50.02,clayey,147.0,61.7,56.2,68.5,7.48
Wheat,Rabi,8,plains,23.23,54.66,26.63,34.37,39.0,clayey,118.4,46.1,48.4,38.7,7.31
Wheat,Rabi,3,plains,20.1,70.0,39.38,37.78,22.84,loamy,114.2,38.9,38.5,40.4,6.6
Maize,Kharif,4,plains,22.85,111.06,47.52,32.96,19.52,sandy,99.2,33.1,39.3,75.6,5.54
Wheat,Rabi,7,plains,20.93,63.43,40.08,27.53,32.39,loamy,81.9,31.4,31.8,52.2,6.53
Rice,Kharif,1,humid,27.19,126.33,22.13,37.97,39.9,clayey,100.2,30.0,34.3,91.4,6.09
Maize,Kharif,6,plains,23.7,104.29,45.68,24.33,29.99,sandy,132.2,58.9,50.6,55.6,6.75
Rice,Kharif,6,plains,28.25,119.46,18.6,26.16,55.24,clayey,149.1,50.1,53.7,92.4,6.29
Rice,Kharif,10,humid,26.01,100.76,26.12,27.77,46.11,clayey,110.9,35.4,41.9,78.6,5.25
Rice,Kharif,10,humid,31.01,158.13,20.91,38.85,40.24,clayey,95.2,29.2,26.8,96.8,6.16
Rice,Kharif,2,humid,28.4,132.22,16.74,30.34,52.92,clayey,98.0,28.6,27.8,77.8,5.6
Maize,Kharif,4,plains,23.36,89.22,42.22,35.34,22.44,loamy,148.9,57.6,54.4,70.4,6.07
Sugarcane,Kharif,10,humid,28.04,144.74,16.53,40.65,42.82,clayey,142.5,57.0,63.4,66.0,7.44
Wheat,Rabi,8,plains,22.54,69.31,29.8,27.21,42.99,clayey,93.9,38.1,48.1,51.7,7.26
Sugarcane,Kharif,5,arid,24.07,83.49,29.71,32.68,37.61,clayey,139.9,56.5,61.8,75.7,7.34
Maize,Rabi,8,plains,29.75,90.08,29.94,29.88,40.18,clayey,88.9,35.3,35.9,69.5,6.44
Wheat,Rabi,4,plains,21.57,57.31,47.79,35.23,16.98,sandy,137.5,49.5,58.6,62.5,6.34
Wheat,Rabi,7,plains,22.53,69.32,46.26,23.16,30.58,sandy,141.3,49.2,55.2,41.1,7.41
Maize,Kharif,8,plains,27.61,65.01,32.17,22.86,44.97,clayey,132.8,58.0,50.8,62.0,6.88
Wheat,Rabi,4,plains,17.03,60.03,52.42,34.35,13.23,sandy,89.9,40.0,43.9,60.3,6.24
Rice,Kharif,14,humid,28.8,158.52,39.01,21.26,39.73,clayey,130.6,46.8,51.5,87.8,5.88
Maize,Kharif,8,plains,25.18,58.84,24.59,25.53,49.88,clayey,140.6,55.2,57.5,53.1,6.97
Rice,Kharif,2,humid,24.85,151.18,6.92,31.84,61.24,clayey,148.3,45.6,53.3,78.1,5.31
Sugarcane,Kharif,3,plains,22.87,123.86,19.35,42.43,38.22,clayey,218.5,94.8,93.5,72.5,6.55
Maize,Kharif,9,plains,30.83,71.05,44.69,26.94,28.37,loamy,148.1,54.6,50.9,75.2,5.74
Rice,Kharif,6,plains,27.27,141.48,24.55,28.57,46.88,clayey,135.3,54.4,51.6,75.1,6.37
Rice,Kharif,2,humid,29.58,157.38,20.16,30.56,49.28,clayey,109.3,44.1,46.4,94.5,5.99
Maize,Kharif,9,plains,26.16,61.01,36.22,35.38,28.4,loamy,88.0,34.8,39.7,68.5,5.63
Rice,Kharif,10,humid,29.02,162.24,19.76,30.28,49.96,clayey,80.6,28.5,33.3,94.7,5.66
Maize,Kharif,8,plains,25.69,52.7,30.28,31.67,38.05,clayey,118.0,44.2,45.6,72.9,6.91
Sugarcane,Kharif,2,humid,27.2,142.63,21.41,34.63,43.96,clayey,231.4,96.7,92.5,65.3,7.15
Maize,Rabi,5,arid,29.0,77.7,49.94,32.74,17.32,sandy,127.7,52.5,51.6,66.0,6.93
Sugarcane,Kharif,10,humid,33.26,117.55,22.39,29.85,47.76,clayey,244.4,92.2,92.8,76.5,7.47
Maize,Kharif,5,arid,19.46,65.43,48.66,34.44,16.9,sandy,115.0,46.8,49.8,59.8,6.26
Rice,Kharif,1,humid,23.3,116.12,21.69,40.18,38.13,clayey,102.7,28.8,34.0,85.2,6.4
Sugarcane,Kharif,3,plains,22.38,138.47,19.05,40.21,40.74,clayey,164.9,75.0,75.8,65.6,6.71
Maize,Rabi,9,plains,31.47,66.03,35.19,42.62,22.19,loamy,123.9,43.0,49.5,54.7,7.42
Sugarcane,Kharif,5,arid,26.22,81.59,42.82,30.42,26.76,loamy,192.9,70.4,78.5,58.5,7.24
Wheat,Rabi,12,arid,21.32,53.46,47.8,29.5,22.7,sandy,97.4,40.8,41.1,53.1,6.22
Rice,Kharif,6,plains,30.43,112.44,26.54,30.77,42.69,clayey,104.0,44.1,37.4,72.4,4.83
Maize,Rabi,8,plains,30.58,74.04,20.72,32.59,46.69,clayey,125.7,48.3,43.5,50.1,5.99
Rice,Kharif,14,humid,30.74,135.99,42.61,19.27,38.12,clayey,109.1,43.4,42.6,95.2,4.57
Maize,Kharif,5,arid,28.17,49.3,58.67,27.31,14.02,sandy,87.6,36.4,37.5,56.9,7.47
Maize,Kharif,9,plains,30.59,88.05,43.1,29.33,27.57,loamy,110.0,41.6,49.3,62.1,6.4
Sugarcane,Kharif,5,arid,25.5,84.89,36.5,31.72,31.78,loamy,143.1,62.7,55.1,72.5,7.48
Maize,Rabi,7,plains,25.61,76.5,34.95,25.38,39.67,clayey,93.6,32.7,31.7,54.3,5.51
Wheat,Rabi,7,plains,22.53,64.94,36.69,33.34,29.97,loamy,100.5,48.0,38.7,55.2,7.26
Wheat,Rabi,13,arid,22.84,25.45,70.84,20.67,8.49,sandy,110.8,39.6,36.7,56.8,6.1
Maize,Kharif,7,plains,22.64,111.73,28.93,26.92,44.15,clayey,134.8,59.6,59.1,72.3,6.33
Rice,Kharif,2,humid,29.5,138.69,13.0,35.72,51.28,clayey,92.8,32.5,28.3,80.3,6.03
Sugarcane,Kharif,5,arid,24.19,83.44,35.42,36.45,28.13,loamy,220.1,92.4,91.4,73.1,6.02
Wheat,Rabi,12,arid,22.87,47.42,45.92,32.18,21.9,sandy,135.1,48.6,48.6,52.2,7.0
Wheat,Rabi,4,plains,21.08,66.56,48.82,36.9,14.28,sandy,111.7,41.0,46.9,38.1,7.29
Wheat,Rabi,3,plains,23.76,70.0,44.7,41.31,13.99,loamy,134.7,59.1,54.5,64.9,6.48
Sugarcane,Kharif,10,humid,30.77,142.08,32.12,25.26,42.62,clayey,138.2,59.3,62.9,65.4,6.79
Wheat,Rabi,8,plains,22.63,51.14,31.93,31.43,36.64,clayey,82.5,30.2,29.8,61.0,7.05
Sugarcane,Kharif,12,arid,29.89,82.99,26.35,32.05,41.6,clayey,214.4,86.8,96.3,59.0,6.07
Wheat,Rabi,13,arid,23.42,27.67,72.96,17.36,9.68,sandy,136.6,49.0,55.8,50.0,6.38
Maize,Kharif,8,plains,23.0,96.27,24.49,26.65,48.86,clayey,106.3,44.1,41.4,66.8,6.0
Sugarcane,Kharif,5,arid,26.11,87.53,38.42,30.95,30.63,loamy,155.3,58.1,62.2,60.5,6.75
Wheat,Rabi,4,plains,22.25,63.76,50.46,37.58,11.96,sandy,111.6,45.6,37.8,66.6,6.06
Sugarcane,Kharif,9,plains,30.22,98.41,19.23,30.65,50.12,clayey,173.4,73.2,79.2,78.4,6.74
Sugarcane,Kharif,2,humid,35.42,149.29,20.69,36.42,42.89,clayey,138.0,55.6,61.4,87.1,7.38
Sugarcane,Kharif,10,humid,24.79,117.22,25.29,36.47,38.24,clayey,183.7,72.3,72.9,89.0,6.12
Wheat,Rabi,7,plains,21.49,67.76,41.25,25.16,33.59,loamy,82.4,26.2,35.4,48.2,7.4
Rice,Kharif,11,humid,32.79,138.39,32.21,27.89,39.9,clayey,93.6,33.1,29.5,86.9,5.15
Sugarcane,Kharif,12,arid,31.8,88.06,38.78,31.05,30.17,loamy,233.4,94.5,96.1,65.9,6.83
Maize,Rabi,7,plains,21.55,79.1,32.45,27.67,39.88,clayey,83.0,30.9,38.3,51.6,6.91
Rice,Kharif,3,plains,27.04,109.38,18.3,30.39,51.31,clayey,107.1,44.7,36.7,83.1,5.6
Wheat,Rabi,5,arid,18.82,43.55,60.58,23.63,15.79,sandy,144.3,56.3,55.7,61.8,7.07
Maize,Kharif,7,plains,23.14,90.76,28.93,33.54,37.53,clayey,121.5,43.3,48.4,59.9,7.22
Rice,Kharif,6,plains,33.06,108.35,30.9,21.21,47.89,clayey,113.8,41.0,37.4,74.8,4.67
Wheat,Rabi,3,plains,18.35,70.0,55.02,29.71,15.27,sandy,140.3,50.4,49.1,59.9,6.07
